,genes,pagerank
8515,Mzt2,-1.95E-05
8516,Spidr,3.92E-05
8517,Pkp2,4.16E-05
8518,Yars2,1.06E-05
8519,Dnm1l,-1.86E-05
8520,Fgd4,2.96E-06
8521,Top3b,3.92E-06
8522,Ppm1f,1.63E-06
8523,Mapk1,6.93E-05
8524,Ypel1,-7.20E-05
8525,Ppil2,-1.19E-05
8526,Sdf2l1,-9.97E-05
8527,Ube2l3,-7.42E-05
8528,Hic2,-1.51E-05
8529,Pi4ka,-4.66E-05
8530,Snap29,9.17E-05
8531,Lztr1,2.70E-05
8532,Thap7,4.05E-06
8533,P2rx6,2.40E-05
8534,Med15,8.18E-05
8535,Klhl22,1.60E-05
8536,Scarf2,-8.02E-07
8537,Dgcr2,4.47E-05
8538,Slc25a1,-1.15E-05
8539,Dgcr6,6.48E-06
8540,Prodh,-3.87E-05
8541,Zdhhc8,1.47E-05
8542,Ranbp1,9.10E-06
8543,Trmt2a,-3.11E-05
8544,Tango2,-5.30E-05
8545,Arvcf,2.45E-05
8546,Comt,-3.30E-05
8547,Txnrd2,3.61E-05
8548,Gp1bb,-2.69E-06
8549,Cldn5,2.35E-05
8550,2510002D24Rik,1.96E-06
8551,Mrpl40,-2.42E-05
8552,Hira,5.35E-06
8553,B3gnt5,2.82E-05
8554,Klhl6,-1.09E-05
8555,Klhl24,-5.50E-05
8556,Yeats2,-3.79E-05
8557,Parl,6.02E-05
8558,Abcc5,-0.000104768
8559,Eif2b5,5.68E-05
8560,Ap2m1,-4.23E-05
8561,Abcf3,-3.04E-05
8562,Alg3,3.83E-05
8563,Ece2,1.26E-05
8564,Psmd2,4.09E-06
8565,Eif4g1,0.000162746
8566,Polr2h,2.97E-06
8567,Ephb3,-6.19E-05
8568,Vps8,2.04E-05
8569,2510009E07Rik,2.59E-06
8570,1300002E11Rik,-1.70E-05
8571,Tmem41a,1.09E-05
8572,Senp2,-1.85E-05
8573,Igf2bp2,4.88E-05
8574,Tra2b,5.91E-05
8575,Etv5,5.88E-05
8576,Dnajb11,-8.13E-05
8577,Eif4a2,3.71E-05
8578,Rfc4,1.80E-05
8579,St6gal1,-6.33E-06
8580,Rtp4,2.22E-05
8581,Bcl6,-2.95E-05
8582,Lppos,-0.000108734
8583,Lpp,5.91E-05
8584,Il1rap,-1.01E-05
8585,Ccdc50,-0.000109618
8586,Opa1,-1.20E-05
8587,Hes1,4.22E-05
8588,Atp13a3,3.24E-05
8589,Tmem44,1.95E-05
8590,Lsg1,7.20E-05
8591,Fam43a,-6.41E-05
8592,Acap2,9.92E-06
8593,Ppp1r2,1.60E-05
8594,Apod,-2.69E-06
8595,Dlg1,6.19E-05
8596,0610012G03Rik,-0.000108734
8597,Ncbp2,7.24E-05
8598,Senp5,-7.93E-06
8599,Pak2,4.78E-05
8600,Pigx,1.32E-05
8601,Cep19,0.000105452
8602,Nrros,-4.85E-05
8603,Fbxo45,5.06E-06
8604,Wdr53,2.56E-06
8605,Rnf168,2.48E-05
8606,Ubxn7,5.70E-06
8607,Tctex1d2,-2.89E-05
8608,Pcyt1a,0.000107351
8609,Tfrc,8.36E-05
8610,Tnk2,4.10E-05
8611,Rubcn,-0.000108734
8612,Fyttd1,4.25E-05
8613,Lrch3,2.11E-06
8614,Rpl35a,4.30E-05
8615,Osbpl11,6.12E-07
8616,Snx4,-5.64E-05
8617,Zfp148,9.75E-05
8618,Heg1,1.22E-05
8619,Itgb5,1.81E-05
8620,Umps,9.34E-06
8621,Kalrn,1.20E-05
8622,Mylk,0.000100032
8623,Hacd2,-0.000108734
8624,Sec22a,-2.63E-05
8625,Pdia5,-8.29E-05
8626,Dirc2,3.28E-05
8627,Parp14,4.79E-05
8628,Dtx3l,1.22E-05
8629,Parp9,1.26E-05
8630,Kpna1,4.37E-05
8631,Fam162a,2.77E-05
8632,Ccdc58,-1.37E-05
8633,Cd86,2.91E-05
8634,Iqcb1,1.31E-05
8635,Golgb1,0.000147035
8636,Hcls1,4.02E-07
8637,Gtf2e1,2.33E-05
8638,Ndufb4,-9.80E-05
8639,Fstl1,2.53E-05
8640,Lrrc58,-3.78E-05
8641,Gsk3b,6.43E-05
8642,Cox17,2.97E-05
8643,Popdc2,-0.000309974
8644,Pla1a,-0.000107617
8645,Adprh,4.44E-05
8646,Poglut1,6.75E-05
8647,Tmem39a,1.16E-05
8648,Arhgap31,1.62E-05
8649,B4galt4,1.63E-06
8650,Upk1b,-4.56E-05
8651,Zbtb20,0.000172429
8652,Ccdc191,-0.000108734
8653,Atp6v1a,1.00E-05
8654,Naa50,5.94E-05
8655,Usf3,-0.000108734
8656,Boc,2.31E-05
8657,Gtpbp8,1.30E-05
8658,Cd200r4,-2.97E-06
8659,Ccdc80,-1.34E-05
8660,Slc35a5,1.16E-05
8661,Atg3,-7.37E-06
8662,Btla,1.14E-05
8663,Cd200,-1.17E-06
8664,Abhd10,1.33E-05
8665,Phldb2,0.000104257
8666,Plcxd2,-0.000108925
8667,Dzip3,2.62E-05
8668,Ift57,3.42E-05
8669,Cd47,0.000136626
8670,Bbx,-1.59E-05
8671,Dubr,-0.000108734
8672,Cblb,5.97E-05
8673,Alcam,3.09E-05
8674,Nfkbiz,6.93E-05
8675,Nxpe3,-2.23E-05
8676,Rpl24,1.96E-05
8677,Zbtb11os1,-0.000108734
8678,Zbtb11,-0.000108734
8679,Pcnp,2.60E-06
8680,Trmt10c,-2.18E-05
8681,Senp7,-1.83E-05
8682,Abi3bp,2.56E-05
8683,Tfg,8.71E-06
8684,Tmem45a,8.53E-05
8685,Tomm70a,2.81E-05
8686,Nit2,-1.76E-07
8687,Tbc1d23,4.00E-06
8688,Cmss1,3.83E-05
8689,Filip1l,4.04E-05
8690,St3gal6,-1.65E-05
8691,Cpox,-4.15E-05
8692,Cldnd1,-0.000108734
8693,Crybg3,-1.87E-05
8694,Arl6,-2.01E-05
8695,Nsun3,2.30E-05
8696,Arl13b,-2.27E-05
8697,Pros1,5.26E-06
8698,4930453N24Rik,5.87E-05
8699,Zfp654,-1.35E-05
8700,Cggbp1,0.000114856
8701,Chmp2b,-2.35E-05
8702,Vgll3,-0.000173237
8703,Gbe1,2.27E-05
8704,Robo1,-5.57E-05
8705,Robo2,-7.54E-05
8706,Hspa13,-2.18E-05
8707,Samsn1,2.14E-05
8708,Nrip1,9.19E-05
8709,Usp25,2.04E-05
8710,Cxadr,0.000145282
8711,Btg3,5.78E-05
8712,D16Ertd472e,2.10E-05
8713,Mrpl39,-9.99E-06
8714,Jam2,1.42E-05
8715,Atp5j,-8.87E-05
8716,Gabpa,2.78E-05
8717,App,1.90E-05
8718,Cyyr1,7.39E-06
8719,Adamts1,-3.18E-05
8720,Adamts5,-4.32E-05
8721,N6amt1,6.97E-06
8722,Ltn1,2.82E-06
8723,Usp16,-5.66E-06
8724,Cct8,9.58E-05
8725,Bach1,3.41E-06
8726,Tiam1,-7.90E-05
8727,Sod1,8.28E-05
8728,Scaf4,-4.96E-07
8729,Mis18a,-1.10E-05
8730,Eva1c,2.18E-05
8731,Synj1,0.000106888
8732,Paxbp1,2.03E-05
8733,Ifnar2,-0.000132462
8734,Il10rb,2.34E-06
8735,Ifnar1,2.75E-05
8736,Ifngr2,1.61E-05
8737,Tmem50b,4.04E-05
8738,Gart,1.07E-05
8739,Son,8.85E-05
8740,Donson,4.89E-05
8741,Atp5o,-3.64E-05
8742,Cryzl1,-2.59E-05
8743,Itsn1,1.92E-06
8744,Mrps6,3.83E-05
8745,Slc5a3,4.71E-06
8746,Smim11,-4.43E-05
8747,Rcan1,1.16E-05
8748,Runx1,4.35E-05
8749,Setd4,-1.25E-05
8750,Cbr1,1.79E-05
8751,Cbr3,2.10E-05
8752,Morc3,6.62E-05
8753,Ripply3,-5.08E-05
8754,Pigp,5.85E-05
8755,Ttc3,6.22E-05
8756,Dyrk1a,2.76E-06
8757,Kcnj15,6.96E-05
8758,Erg,7.69E-06
8759,Ets2,2.84E-05
8760,Psmg1,9.25E-05
8761,Brwd1,3.44E-06
8762,Hmgn1,-1.03E-06
8763,Wrb,1.42E-05
8764,Bace2,-0.000170303
8765,Prdm15,5.70E-06
8766,C2cd2,1.23E-05
8767,Zbtb21,-1.31E-05
8768,B230307C23Rik,4.75E-05
8769,Scaf8,-3.73E-06
8770,Arid1b,3.77E-05
8771,Tmem242,5.48E-05
8772,Snx9,1.41E-05
8773,Synj2,2.54E-05
8774,Gtf2h5,0.000114026
8775,Tulp4,6.34E-05
8776,Tmem181a,-9.34E-05
8777,Dynlt1a,1.50E-05
8778,Dynlt1c,5.58E-05
8779,Dynlt1f,9.04E-06
8780,Sytl3,-6.74E-05
8781,Ezr,1.30E-06
8782,Tagap1,-1.49E-05
8783,Rnaset2b,-0.000172094
8784,Rps6ka2,-2.69E-06
8785,Fndc1,-0.000116754
8786,Tagap,-7.14E-05
8787,Rsph3a,2.21E-05
8788,Rnaset2a,4.06E-05
8789,Fgfr1op,4.13E-05
8790,Mpc1,-9.66E-05
8791,Sft2d1,1.08E-05
8792,Qk,0.000121324
8793,Agpat4,2.90E-05
8794,Map3k4,-0.000108734
8795,Igf2r,5.62E-05
8796,Airn,-3.66E-07
8797,Mrpl18,9.17E-06
8798,Tcp1,-3.09E-05
8799,Acat2,7.86E-06
8800,Wtap,5.06E-05
8801,Sod2,4.18E-05
8802,Smoc2,-1.63E-06
8803,1600012H06Rik,4.97E-05
8804,Phf10,1.43E-06
8805,Ermard,2.50E-05
8806,Dll1,4.21E-05
8807,Fam120b,2.61E-05
8808,Psmb1,6.26E-05
8809,Tbp,-2.39E-06
8810,Pdcd2,2.96E-05
8811,Chd1,3.28E-05
8812,Rgmb,7.16E-07
8813,Lix1,3.92E-05
8814,Lnpep,1.24E-05
8815,Spaca6,-0.000108734
8816,Has1,-2.69E-06
8817,Fpr2,-2.92E-05
8818,Ppp2r1a,-6.32E-05
8819,Zfp51,-2.92E-06
8820,Zfp53,2.72E-05
8821,Zfp948,-8.73E-06
8822,Zfp942,2.47E-05
8823,Zfp943,3.05E-05
8824,Zfp944,3.25E-05
8825,Zfp758,3.74E-05
8826,Zfp945,-1.58E-05
8827,Thoc6,7.53E-06
8828,Hcfc1r1,-1.58E-05
8829,Tnfrsf12a,1.04E-05
8830,Pkmyt1,-1.67E-05
8831,Paqr4,2.99E-06
8832,9530082P21Rik,-2.90E-05
8833,Flywch1,3.90E-05
8834,Flywch2,2.11E-05
8835,Srrm2,3.81E-05
8836,Kctd5,7.99E-06
8837,Pdpk1,-3.62E-05
8838,Amdhd2,-8.14E-05
8839,Tbc1d24,5.54E-05
8840,Abca3,5.31E-05
8841,Rnps1,-1.42E-05
8842,Eci1,-2.26E-05
8843,E4f1,8.82E-05
8844,Pgp,8.93E-06
8845,Traf7,-3.52E-06
8846,Rab26os,-0.000108734
8847,Pkd1,1.44E-05
8848,Tsc2,-5.92E-05
8849,Nthl1,-9.66E-06
8850,Slc9a3r2,-9.05E-05
8851,Zfp598,-4.66E-06
8852,Gfer,2.11E-05
8853,Tbl3,3.19E-06
8854,Rps2,4.68E-05
8855,Snhg9,-0.000117576
8856,Ndufb10,6.48E-06
8857,Rpl3l,-0.000147883
8858,Msrb1,4.13E-05
8859,Hagh,-8.11E-05
8860,Nubp2,-4.39E-06
8861,Spsb3,1.37E-07
8862,Mapk8ip3,7.47E-06
8863,Mrps34,-6.65E-05
8864,Nme3,4.71E-05
8865,Cramp1l,1.35E-05
8866,Ift140,2.22E-05
8867,Tmem204,1.31E-05
8868,Telo2,-2.54E-05
8869,Clcn7,8.16E-05
8870,BC003965,-1.68E-05
8871,Unkl,1.97E-05
8872,Gnptg,-6.06E-05
8873,Tsr3,-1.87E-05
8874,Ube2i,4.12E-05
8875,Lmf1,1.84E-05
8876,Rpusd1,1.92E-05
8877,Narfl,1.76E-05
8878,Haghl,2.32E-05
8879,Fam173a,-0.000120286
8880,Metrn,-4.79E-05
8881,Wdr24,3.51E-05
8882,Jmjd8,4.55E-06
8883,Stub1,-2.39E-05
8884,Rhot2,2.09E-05
8885,Rab40c,3.56E-05
8886,Pigq,3.73E-07
8887,Rab11fip3,-6.46E-06
8888,Decr2,3.39E-05
8889,Mrpl28,-3.53E-05
8890,Axin1,5.11E-05
8891,Fam234a,-0.000108734
8892,Luc7l,5.95E-05
8893,Dusp1,8.26E-05
8894,Ergic1,3.16E-05
8895,Atp6v0e,4.63E-06
8896,Crebrf,8.21E-05
8897,Bnip1,3.70E-05
8898,Phf1,4.64E-05
8899,Cuta,5.99E-05
8900,Bak1,-1.30E-05
8901,Itpr3,-4.16E-07
8902,Uqcc2,-0.000214788
8903,Lemd2,1.25E-05
8904,Hmga1,-8.18E-05
8905,AI413582,-2.75E-05
8906,Nudt3,2.62E-05
8907,Rps10,8.36E-05
8908,D17Wsu92e,-6.39E-05
8909,Snrpc,5.71E-05
8910,Taf11,-1.27E-05
8911,Anks1,3.87E-05
8912,Zfp523,9.80E-06
8913,Def6,3.37E-05
8914,Ppard,2.28E-05
8915,Fance,6.35E-05
8916,Rpl10a,4.86E-05
8917,Tead3,6.01E-05
8918,Fkbp5,2.45E-06
8919,Srpk1,-2.54E-05
8920,Mapk14,6.67E-05
8921,Mapk13,-1.80E-05
8922,Kctd20,-7.67E-06
8923,Stk38,-4.06E-06
8924,Srsf3,7.87E-05
8925,Cdkn1a,3.17E-05
8926,Ppil1,0.000108093
8927,BC004004,-6.37E-05
8928,Pi16,1.89E-05
8929,Mtch1,6.20E-05
8930,Fgd2,6.01E-05
8931,Pim1,6.42E-06
8932,Tbc1d22b,-5.25E-06
8933,Rnf8,1.46E-05
8934,Cmtr1,2.25E-05
8935,Ccdc167,-2.02E-06
8936,Zfand3,-3.05E-05
8937,Btbd9,3.43E-05
8938,Glo1,-6.68E-05
8939,Abcg1,2.82E-05
8940,Slc37a1,3.77E-05
8941,Pde9a,2.91E-05
8942,Wdr4,1.97E-05
8943,Ndufv3,-5.45E-05
8944,Pknox1,-2.22E-05
8945,U2af1,-9.53E-05
8946,Sik1,0.000120355
8947,Rrp1b,7.80E-06
8948,Notch3,-0.000136971
8949,Brd4,6.22E-05
8950,Akap8,-8.37E-05
8951,Akap8l,-5.16E-05
8952,Wiz,1.07E-05
8953,Rasal3,-4.00E-05
8954,Cyp4f16,9.96E-06
8955,Zfp871,-3.33E-05
8956,Cyp4f13,5.96E-05
8957,Zfp472,1.60E-05
8958,Zfp952,7.80E-05
8959,Zfp81,5.61E-05
8960,Zfp101,1.16E-05
8961,Adamts10,1.68E-05
8962,Myo1f,4.08E-05
8963,Zfp414,-6.48E-05
8964,Hnrnpm,7.49E-05
8965,Rab11b,3.70E-05
8966,Angptl4,8.16E-06
8967,Kank3,-6.41E-05
8968,Rps28,3.54E-05
8969,Ndufa7,5.92E-06
8970,Cd320,-2.77E-05
8971,BC051226,2.66E-05
8972,Daxx,-2.45E-05
8973,Tapbp,7.18E-05
8974,Zbtb22,2.12E-05
8975,Rgl2,6.91E-06
8976,Pfdn6,-0.000108734
8977,Wdr46,3.59E-05
8978,Rps18,5.10E-05
8979,Vps52,8.18E-05
8980,H2-K1,0.000101685
8981,Ring1,1.59E-05
8982,H2-Ke6,1.08E-05
8983,Slc39a7,-6.45E-05
8984,Rxrb,-1.80E-05
8985,H2-Oa,-0.00011198
8986,Brd2,0.000117116
8987,H2-DMa,-8.10E-06
8988,H2-DMb2,6.22E-05
8989,H2-DMb1,-3.26E-05
8990,Psmb9,0.000106486
8991,Tap1,4.56E-05
8992,Psmb8,0.000230238
8993,Tap2,1.97E-05
8994,H2-Ob,1.41E-05
8995,H2-Ab1,-3.99E-05
8996,H2-Aa,4.11E-05
8997,H2-Eb1,6.56E-05
8998,Notch4,-5.97E-06
8999,Gpsm3,-1.60E-05
9000,Pbx2,-1.73E-05
9001,Rnf5,-0.000118221
9002,Agpat1,-2.01E-05
9003,Egfl8,-2.84E-05
9004,Ppt2,1.69E-05
9005,Fkbpl,1.01E-05
9006,Atf6b,2.05E-05
9007,Tnxb,-4.40E-05
9008,C4b,1.33E-05
9009,Stk19,-1.45E-05
9010,Dxo,1.17E-05
9011,Skiv2l,-7.11E-07
9012,Nelfe,6.60E-05
9013,Cfb,-9.03E-05
9014,C2,1.56E-05
9015,Ehmt2,3.01E-05
9016,Neu1,2.13E-05
9017,Hspa1b,3.18E-05
9018,Hspa1a,5.30E-05
9019,Lsm2,3.10E-05
9020,Vars,3.05E-05
9021,Msh5,2.40E-05
9022,Clic1,7.12E-06
9023,Ddah2,-2.77E-07
9024,Abhd16a,-2.88E-05
9025,Csnk2b,-6.70E-06
9026,Gpank1,-2.34E-05
9027,D17H6S53E,-1.48E-06
9028,Bag6,-4.64E-05
9029,Prrc2a,-6.96E-05
9030,Aif1,1.50E-05
9031,Lst1,-3.57E-05
9032,Ltb,-5.35E-05
9033,Tnf,-2.48E-05
9034,Nfkbil1,3.45E-05
9035,Ddx39b,-7.00E-05
9036,H2-D1,6.05E-05
9037,H2-Q4,0.000165816
9038,H2-Q6,0.000240798
9039,H2-Q7,0.000352691
9040,H2-Q10,3.48E-05
9041,Cchcr1,-4.80E-06
9042,Vars2,-1.75E-06
9043,Gtf2h4,3.53E-05
9044,Ddr1,1.53E-05
9045,Ier3,-6.02E-05
9046,Flot1,1.05E-05
9047,Tubb5,-5.52E-05
9048,Mdc1,8.96E-05
9049,Nrm,-3.91E-05
9050,Ppp1r18,5.91E-05
9051,Dhx16,9.99E-06
9052,2310061I04Rik,-3.69E-06
9053,Atat1,1.40E-05
9054,Mrps18b,3.02E-05
9055,Ppp1r10,0.000106276
9056,Abcf1,3.41E-05
9057,Prr3,-1.21E-05
9058,Gnl1,3.73E-06
9059,H2-T23,6.97E-05
9060,H2-T22,3.06E-05
9061,Rpp21,-9.46E-05
9062,Trim39,3.04E-05
9063,Trim26,2.92E-05
9064,Ppp1r11,-0.000114189
9065,Znrd1,-1.18E-05
9066,Gabbr1,2.29E-05
9067,H2-M3,1.39E-05
9068,Cenpq,-1.12E-06
9069,Mut,5.26E-05
9070,Cd2ap,-4.35E-05
9071,Tnfrsf21,-1.26E-05
9072,Adgrf5,-0.000108734
9073,Pla2g7,-1.62E-06
9074,Cyp39a1,6.88E-05
9075,Rcan2,-6.90E-05
9076,Enpp5,9.64E-06
9077,Enpp4,1.89E-05
9078,Clic5,-4.77E-05
9079,Runx2,-6.52E-05
9080,Supt3,-1.11E-06
9081,Cdc5l,1.53E-05
9082,Nfkbie,-1.26E-05
9083,Slc35b2,6.88E-05
9084,Hsp90ab1,5.87E-05
9085,Slc29a1,1.90E-05
9086,Tmem63b,5.56E-05
9087,Mrpl14,-1.86E-05
9088,Vegfa,0.000130345
9089,Mrps18a,3.37E-05
9090,Rsph9,1.40E-05
9091,Mad2l1bp,-1.55E-05
9092,Gtpbp2,3.56E-06
9093,Polr1c,1.65E-05
9094,Yipf3,-5.21E-05
9095,Tjap1,-2.78E-05
9096,Zfp318,2.82E-05
9097,Cul9,2.18E-05
9098,Srf,7.38E-05
9099,Ptk7,2.48E-05
9100,Klc4,-3.24E-05
9101,Mrpl2,-2.98E-05
9102,Cul7,2.64E-05
9103,Rrp36,-2.28E-05
9104,Klhdc3,-4.81E-05
9105,Mea1,-1.81E-05
9106,Ppp2r5d,4.24E-05
9107,Pex6,7.71E-05
9108,Cnpy3,-3.47E-05
9109,2310039H08Rik,-3.18E-05
9110,Rpl7l1,5.92E-05
9111,Tbcc,1.29E-05
9112,Ubr2,2.28E-05
9113,Mrps10,-2.85E-05
9114,Guca1a,5.99E-05
9115,Taf8,3.83E-05
9116,Ccnd3,-5.84E-05
9117,Bysl,1.53E-05
9118,Med20,-3.41E-05
9119,Tomm6,1.45E-05
9120,Tfeb,3.75E-05
9121,Foxp4,1.73E-05
9122,Trem1,-4.90E-05
9123,Treml4,-7.09E-05
9124,Treml2,-3.18E-05
9125,Trem2,-6.43E-05
9126,Nfya,1.03E-05
9127,Oard1,6.53E-05
9128,Mocs1,-6.94E-05
9129,Rftn1,-3.25E-06
9130,Plcl2,2.70E-05
9131,Tbc1d5,9.11E-06
9132,Satb1,1.44E-05
9133,Rab5a,3.93E-07
9134,Kat2b,3.36E-05
9135,Pot1b,-3.31E-05
9136,Adgre4,-0.000108734
9137,Zfp959,1.87E-05
9138,Ebi3,-1.33E-05
9139,Stap2,2.42E-06
9140,Mpnd,5.52E-05
9141,Sh3gl1,-1.11E-05
9142,Ubxn6,-3.09E-05
9143,Lrg1,5.48E-05
9144,Sema6b,-4.29E-05
9145,Mydgf,-0.000108734
9146,Dpp9,-7.89E-05
9147,Fem1a,1.71E-05
9148,Ticam1,2.10E-05
9149,Plin3,-1.33E-05
9150,Ptprs,2.69E-05
9151,Safb2,-6.04E-07
9152,Safb,3.38E-08
9153,2410015M20Rik,-6.05E-05
9154,Rpl36,4.70E-05
9155,Lonp1,-3.44E-05
9156,Ranbp3,3.43E-05
9157,Vmac,6.01E-06
9158,Ndufa11,0.000124145
9159,Nrtn,-1.20E-05
9160,Dus3l,6.26E-05
9161,Rfx2,1.34E-05
9162,Clpp,-3.27E-05
9163,Alkbh7,2.83E-05
9164,Gtf2f1,-9.36E-05
9165,Khsrp,-3.90E-05
9166,Slc25a23,3.83E-05
9167,Dennd1c,-7.25E-05
9168,Tubb4a,-0.000109994
9169,Tnfsf9,-6.43E-06
9170,C3,3.49E-06
9171,Gpr108,1.29E-05
9172,Trip10,2.41E-05
9173,Vav1,5.91E-05
9174,Adgre1,-0.000108734
9175,Fbxl17,4.66E-05
9176,Fer,2.04E-05
9177,Pja2,-6.75E-05
9178,Man2a1,-1.18E-05
9179,Vapa,2.03E-05
9180,Rab31,1.25E-05
9181,Ppp4r1,-2.29E-05
9182,Ralbp1,3.61E-05
9183,Twsg1,-4.68E-05
9184,Ankrd12,8.79E-05
9185,Ndufv2,-2.91E-05
9186,Mtcl1,-0.000108734
9187,Rab12,-2.38E-05
9188,Ptprm,1.39E-05
9189,Arhgap28,7.14E-05
9190,Zbtb14,-1.68E-05
9191,Tgif1,5.57E-06
9192,Myl12b,7.91E-06
9193,Myl12a,-2.18E-05
9194,Lpin2,9.64E-07
9195,Emilin2,-3.27E-05
9196,Smchd1,9.31E-05
9197,Wdr43,1.32E-05
9198,Clip4,0.000125401
9199,Ypel5,2.53E-05
9200,Lbh,9.31E-06
9201,Lclat1,1.31E-05
9202,Ehd3,-8.24E-06
9203,Xdh,1.57E-07
9204,Memo1,5.80E-05
9205,Dpy30,9.37E-05
9206,Spast,1.77E-05
9207,Slc30a6,4.11E-06
9208,Yipf4,-5.15E-05
9209,Birc6,3.89E-05
9210,Ttc27,1.06E-05
9211,Ltbp1,-0.000102849
9212,Rasgrp3,7.28E-06
9213,Fam98a,3.87E-05
9214,Crim1,3.03E-05
9215,Fez2,4.57E-06
9216,Strn,6.33E-06
9217,Gpatch11,2.15E-05
9218,Eif2ak2,5.86E-05
9219,Cebpzos,-0.000108734
9220,Cebpz,5.27E-05
9221,Ndufaf7,3.36E-06
9222,Prkd3,-2.88E-05
9223,Qpct,1.23E-05
9224,Cdc42ep3,2.15E-05
9225,Atl2,2.65E-05
9226,Hnrnpll,3.99E-05
9227,Srsf7,-3.44E-05
9228,Gemin6,-3.60E-05
9229,Morn2,1.81E-05
9230,Sos1,1.10E-06
9231,Map4k3,2.73E-05
9232,Eml4,6.41E-06
9233,Cox7a2l,3.90E-05
9234,Mta3,-1.71E-05
9235,Haao,-1.21E-05
9236,Zfp36l2,-2.89E-05
9237,Plekhh2,-1.10E-05
9238,Dync2li1,-6.01E-06
9239,Lrpprc,2.42E-05
9240,Ppm1b,7.57E-05
9241,Prkce,6.04E-06
9242,Epas1,8.86E-05
9243,Rhoq,-8.73E-07
9244,Pigf,1.85E-05
9245,Cript,5.44E-06
9246,Socs5,6.27E-06
9247,Mcfd2,9.31E-05
9248,Ttc7,-1.74E-05
9249,Calm2,8.43E-06
9250,Msh2,-1.82E-06
9251,Msh6,7.38E-06
9252,Fbxo11,-6.63E-06
9253,Foxn2,6.73E-06
9254,Ppp1r21,-9.62E-06
9255,Kdm5d,2.27E-05
9256,Eif2s3y,-0.000103476
9257,Uty,-0.000179404
9258,Ddx3y,4.93E-05
9259,Erdr1,-0.000108734
9260,Crem,-6.77E-06
9261,Cul2,-4.49E-06
9262,Bambi,-6.74E-05
9263,Map3k8,9.74E-06
9264,Mtpap,1.04E-05
9265,Svil,-9.97E-05
9266,Zeb1,2.72E-05
9267,Arhgap12,-1.67E-05
9268,Kif5b,0.000117107
9269,Epc1,6.93E-06
9270,Rab18,-9.12E-06
9271,Mpp7,-2.24E-06
9272,Wac,-7.73E-05
9273,Fzd8,1.13E-05
9274,Ccny,-2.14E-05
9275,Colec12,-5.53E-05
9276,Thoc1,8.53E-06
9277,Usp14,0.000137982
9278,Rock1,0.000145902
9279,Esco1,2.67E-05
9280,Snrpd1,-2.17E-05
9281,Mib1,4.52E-05
9282,Gata6,-3.56E-05
9283,Rbbp8,9.85E-06
9284,Cables1,-8.38E-06
9285,Riok3,4.06E-05
9286,Npc1,9.59E-05
9287,Ttc39c,-2.04E-05
9288,Osbpl1a,3.32E-05
9289,Impact,-1.94E-05
9290,Ss18,2.17E-05
9291,Taf4b,-5.94E-05
9292,Trappc8,-5.41E-05
9293,Rnf125,3.44E-05
9294,Rnf138,4.09E-05
9295,Dtna,4.50E-05
9296,Mapre2,-5.20E-05
9297,Zfp35,-1.26E-06
9298,Zfp24,-0.000108734
9299,Ino80c,0.000134582
9300,Galnt1,-5.89E-05
9301,2700062C07Rik,-8.21E-06
9302,Rprd1a,3.26E-05
9303,Slc39a6,1.01E-05
9304,Elp2,7.69E-05
9305,Mocos,3.84E-05
9306,Tpgs2,2.19E-05
9307,AW554918,2.48E-05
9308,Pik3c3,1.58E-05
9309,Slc25a46,1.48E-05
9310,Sap130,-3.40E-05
9311,Ammecr1l,5.47E-06
9312,Polr2d,3.26E-06
9313,Wdr33,-4.42E-05
9314,Sft2d3,9.86E-06
9315,Lims2,1.29E-05
9316,Iws1,9.79E-05
9317,Map3k2,3.00E-05
9318,Ercc3,-1.74E-06
9319,Bin1,-1.76E-06
9320,Gypc,3.93E-06
9321,Tslp,-3.08E-05
9322,Wdr36,1.29E-05
9323,Camk4,-0.000107617
9324,Stard4,1.76E-05
9325,Nrep,4.02E-06
9326,Epb41l4aos,-0.000108734
9327,Apc,4.57E-05
9328,Srp19,8.31E-06
9329,Reep5,0.000113577
9330,Fam13b,-1.59E-05
9331,Brd8,-1.71E-05
9332,Cdc23,5.16E-06
9333,Fam53c,8.78E-05
9334,Kdm3b,6.50E-05
9335,Egr1,5.73E-06
9336,Etf1,0.000103275
9337,Hspa9,1.14E-05
9338,Ctnna1,-3.86E-06
9339,Sil1,-5.07E-05
9340,Matr3,-1.18E-05
9341,Paip2,7.97E-05
9342,Mzb1,-1.05E-05
9343,Spata24,1.57E-05
9344,Dnajc18,6.48E-06
9345,Ecscr,2.52E-05
9346,Tmem173,1.26E-05
9347,Ube2d2a,-3.36E-05
9348,Cxxc5,4.14E-05
9349,Pura,0.000207543
9350,Cystm1,6.09E-05
9351,Pfdn1,-5.81E-06
9352,Hbegf,-7.57E-06
9353,Ankhd1,5.51E-05
9354,Sra1,-1.53E-05
9355,Slc35a4,-1.65E-05
9356,Cd14,3.36E-05
9357,Ndufa2,5.82E-05
9358,Ik,7.83E-05
9359,Wdr55,-2.04E-06
9360,Hars,6.23E-05
9361,Hars2,2.62E-05
9362,Zmat2,-1.14E-05
9363,Pcdhb9,-2.69E-06
9364,Taf7,2.14E-05
9365,Pcdhga12,-0.000108734
9366,Diaph1,-0.000108734
9367,Hdac3,-8.66E-07
9368,Arap3,-3.57E-05
9369,Pcdh1,1.54E-05
